L000000;Distrib_DLC_10042026;10042026
L000014;00;3019000061703;ARBRE AUX SIGNES;ARBRE AUX SIGNES;14;LA GALAISIERE;;;61340;PREAUX DU PERCHE;FRANCE;;02 33 73 79 12;;contact@arbreauxsignes.com;www.arbreauxsignes.com;53767272700014;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000015;00;3019000118704;MONTAGNE SANS FRONTIERES;;15;VILLA PUEBLA;;;04400;BARCELONNETTE;FRANCE;;04 90 81 15 77;;claude.gouron@gmail.com;claude-gouron.fr;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000016;00;3012462020011;YLANG IMAGES;DISTRIBUTION;;05439965400018;BP 1159;;97600;MAMOUDZOU;MAYOTTE - FRANCE;;02 69 60 05 82;02 69 60 05 82;contact@ylangimages.com;www.ylangimages.com;05439965400018;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000017;00;3019000406009;CELINE MARMIN;;11; LA NOE;;;44310;SAINT PHILBERT DE GRAND LIEU;FRANCE;;06 26 48 58 62;;contact@linemarlin.com;linemarlin.com;90521036500011;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000018;00;3019000342703;LES ANNEAUX DE SATURNE;;33;AVENUE PIERRE DE COUBERTIN;RESIDENCE DE COUBERTIN;;06150;CANNES LA BOCCA;FRANCE;;07 83 50 20 87;;lesanneauxdesaturne@protonmail.com;lesanneauxdesaturne.bigcartel.com;90184790500014;;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000019;00;3019000043204;SOCIETE NOUVELLE ECHO MARSEILLAISE;;29;RUE CLAUDE-HENRI GORCEIX;;;87022;LIMOGES;FRANCE;;05 55 04 49 99;;mouveroux@l-echo.fr;www.l-echo.info;40537798700061;FR62405377987;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000020;00;3019000156607;LOUVRE VICTOIRE;DISTRIBUTION;68;RUE PERGOLESE;;;75116;PARIS;FRANCE;;01 45 01 61 18;;editionslv@free.fr;;34799407100020;FR34347994071;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000021;00;3019000350609;EDITIONS LES MARNES VERTES;EDITIONS LES MARNES VERTES;38;QUAI D'ORLEANS;;;75004;PARIS;FRANCE;;06 28 95 60 12;;contact@lesmarnesvertes.fr;www.lesmarnesvertes.fr;91271407800017;FR56912714078;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000022;00;3019000185805;NEPHELEES;DISTRIBUTION;1;RUE DE LA BANIE;;;57590;LUCY;FRANCE;;06 75 18 13 71;;infos@editions-nephelees.fr;http://editions-nephelees.fr/;81199786500019;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000023;00;3019000311501;MICHEL BELLIN;;119;AVENUE ANDRE MORIZET;;;92100;BOULOGNE BILLANCOURT;FRANCE;;01 46 03 23 16;;michelcombebellin@hotmail.com;www.michel-bellin.fr;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000024;00;3019000343106;MUSEES D ANGERS;;;BD DE LA RESISTANCE ET DE LA DEPORTATI;BP 80011;;49020;ANGERS;FRANCE;;02 41 05 38 00;;musees@ville.angers.fr;www.musees.angers.fr;21490007800012;FR28214900078;;;01;1;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000025;00;3012402770013;SEVEN ORIENTS;DISTRIBUTION;76;AVENUE DE SAINT MANDE;;;75012;PARIS;FRANCE;;01 44 75 00 70;01 44 75 00 77;peter.livermore@7orients.com;www.7orients.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000026;00;3019000228908;GALERIE BARNOUD;;9;BD DE L'EUROPE;ENTREPOT 9;;21800;QUETIGNY;FRANCE;;03 80 66 23 26;;contact@galerie-barnoud.com;http://www.entrepot9.fr;34133579200030;FR19341335792;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000027;00;3012493410010;RACOON;DISTRIBUTION;62;IMPASSE DU CLOS PILAC;;;40280;ST PIERRE DU MONT;FRANCE;;05 58 44 49 01;;kerlorc-h.gilles@orange.fr;;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000028;00;3019000134209;EDITIONS D AME A AME;;401;AVENUE VALESCURE;BATIMENT C;LE VALLIS CURANS;83700;SAINT-RAPHAEL;FRANCE;;06 86 81 02 03;;ame@ameeditions.com;www.ame-a-ame.editions.fr;53282635100019;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000029;00;3012265350000;ETAI DIFFUSION;ETAI;20;RUE DES AQUEDUCS;;;94250;GENTILLY;FRANCE;;01 77 92 92 92;01 46 99 32 40;contact@revue-technique-auto.fr;www.editions-etai.fr;80642036000174;FR00806420360;;;01;0;02;00;�;0000000;02;01;01;1;0;1;0;0;0;1;0;0;0;0;0;0;0;FIN
L000030;00;3019000358407;LES EDITIONS DE LA FONTAINE VIEILLE;LES EDITIONS DE LA FONTAINE VIEILLE;284;CHEMIN DE LA FONTAINE VIEILLE;;;31420;AURIGNAC;FRANCE;;06 63 15 61 88;;editionsdelafontainevieille@gmail.com;;91232935600014;FR93912329356;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000031;00;3019000358704;EDITIONS YELLOW;YELLOW;12;RUE DES ACORES;;;98000;MONACO;MONACO;;377 97 77 16 72;;info@yellow.mc;www.yellow.mc;;;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000032;00;3019008295902;SAMIZDAT;PETITES SINGULARITES ASBL;142;BD EMILE JACQMAIN;BTE 210;;BE1000;BRUXELLES;BELGIQUE;;0033 7 49 41 18 43;;ps-editions@lesoiseaux.io;https://ps.lesoiseaux.io/txt/;;BE0672690941;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000033;00;3019000454208;EDITIONS MENSCOR;;4;ROUTE DE VALEYRAC;PORT DE GOULEE;;33590;JAU DIGNAC ET LOIRAC;FRANCE;;06 07 37 57 48;;pierreboule@free.fr;;44282437100029;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000034;00;3012432080014;ELAN SUD;DISTRIBUTION;233;RUE DE ROME;;;84100;ORANGE;FRANCE;;04 90 70 78 78;;elansud@orange.fr;www.elansud.fr;35058729100021;;;;01;1;02;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000035;00;3019000476903;EDITIONS O'REV YEDEN;NEDEY VERONIQUE;391;ROUTE DE SAINT JULIEN SUR BIBOST;;;69210;SAVIGNY;FRANCE;;06 61 82 13 29;;veroniquenedey@gmail.com;;92927655800012;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000036;00;3012417330011;MULTICOLORES;DISTRIBUTION;471;AVENUE VICTOR HUGO;;;26000;VALENCE;FRANCE;;04 75 40 85 54;04 75 40 84 28;multicolores@wanadoo.fr;www.editionsmulticolores.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000037;00;3019000481907;MAISON DU BOIS ET DES BIOSOURCES;;59;AVENUE DE LA MARNE;;;45000;ORLEANS;FRANCE;;07 49 19 12 24;;contact@maisondubois.org;www.approchepaille.fr;92762899000016;;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000038;00;3019000482003;ARTS...MONIE EDITIONS;ARTS...MONIE EDITIONS;39;AVENUE POTHONIER;;;83390;CUERS;FRANCE;;07 49 36 12 45;;edition@artsmonie.fr;artsmonie.fr;99462333800013;FR64994623338;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000039;00;3019000346107;AETERNAM AS;AETERNAM AS;102;CHEMIN DES NIELLES;;;06160;JUAN LES PINS;FRANCE;;06 78 53 75 70;;aeternamas.editions@gmail.com;www.aeternamaseditions.fr;83313018000015;FR88833130180;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000040;00;3019000346206;PROMETRA EDITION;;;AIGUEBONNE;;;30750;LANUEJOLS;FRANCE;;06 89 56 76 69;;contact@prometra-france.org;www.prometra-france.org;78952089700016;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000041;00;3019000346602;OZRIL EDITIONS;MAISON D'EDITION;106;ROUTE DU GERANIUM;;;97430;LE TAMPON;REUNION - FRANCE;;06 92 08 68 04;;contact@ozril-editions.com;www.ozril-editions.com;90478881700016;FR40904788817;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000042;00;3019000346701;L OISEAU PARLEUR EDITIONS;;795;RUE DES SOURCES;APPARTEMENT 1024;;14200;HEROUVILLE SAINT-CLAIR;FRANCE;;07 69 83 97 35;;loiseauparleureditions@gmail.com;www.loiseauparleur.fr;91239363400015;FR91912393634;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000043;00;3019008271104;RAKOTOZAFY ANNICK;;3 A;RUE AMEDEE ROUSSILLE;;;64000;PAU;FRANCE;;06 42 73 04 02;;annicksandrina@gmail.com;www.ana-illa.jimdo.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000044;00;3019000346800;EDITIONS MILOT;ORIXAR STUDIOS;17;RUE DU PRESSOIR;;;95400;VILLIERS LE BEL;FRANCE;;06 64 69 34 85;;orixar95@gmail.com;editionsmilot.com;89924408100019;FR71899244081;;;01;1;01;01;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000045;00;3012464700010;CALLIOPEES;DISTRIBUTION;78; RUE DU MARECHAL FRANCHET D'ESPERE;;;13090;AIX-EN-PROVENCE;FRANCE;;06 25 21 73 09;;commande@calliopees.fr;www.calliopees.fr;48872489900015;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000046;00;3019000409505;EDITIONS DU COSMOS-TERRE;;58;BOULEVARD DE STRASBOURG;;;75010;PARIS;FRANCE;;06 60 40 32 17;;editionsducosmosterre@gmail.com;editionsducosmosterre.fr;52013729000026;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000047;00;3019000602302;SOFIAN HEDDI;;210;AVENUE PILON DU ROY;;;13120;GARDANNE;FRANCE;;06 27 53 25 58;;365jours.book@gmail.com;;10248520800015;;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000048;00;3019000347609;MAELA RAOULT;MADAME MAELA RAOULT;11;RUE LAUZIN;;;75019;PARIS;FRANCE;;06 31 05 60 63;;maela.clar@gmail.com;maelaclar.org;90877550500013;FR04908775505;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000049;00;3019000348606;C. P. NOLIN;PRODUCTIONS GRAPHIQUES ET CULTURELLES;17;RUE ARCHAMBAULT;;;J0T 1K0;LAC-DES-PLAGES;CANADA;;1 524 434 5532;;nolcla@yahoo.fr;www.artmediademasse.ca;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000050;00;3019000323207;QUARTZ DIFFUSION DISTRIBUTION;;17;RUE DE CERGY;;;95000;NEUVILLE SUR OISE;FRANCE;;06 44 76 34 99;;quartzdif@free.fr;www.leseditionsdelafibule.com;;;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000051;00;3019000348705;LE COUREUR DE GREVES;MEDIALP PHOTOTHEQUE;25;RUE DE L'EGLISE;;;22500;PAIMPOL;FRANCE;;06 15 40 71 06;;quyenphotographe@gmail.com;www.quyen-photo.fr;40531416200034;FR65405314162;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000052;00;3019000348903;EFLM EDITIONS;EFLM - EDITIONS;396;ROUTE DE LA CROIX DE MIREE;;;72190;SARGE LES LE MANS;FRANCE;;06 76 04 74 65;;frederic.lemee@eflm-editions.com;eflm-editions.com;88968436100013;FR28889684361;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000053;00;3019000349009;FRICHTRE;SERGE MORIN;90;AVENUE PASTEUR;;;35400;ST MALO;FRANCE;;07 68 52 04 72;;serge@frichtre.fr;www.frichtre.fr;42136847300037;FR73421368473;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000054;00;3019000349108;IKEVORKIAN;ISABELLE KEVORKIAN;15;RUE SOLFERINO;;;29200;BREST;FRANCE;;06 11 60 25 16;;isabellekevorkian@gmail.com;www.ikevorkian.fr;91964618200015;FR53919646182;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000055;00;3019000600902;SUR LE CHEMIN DES ARTS;;22;RUE DE LASSUN;;;64800;MONTAUT;FRANCE;;06 18 37 69 14;;surlechemindesarts64@gmail.com;www.lescompagnonsderoute.com;47775595300049;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000056;00;3019000349207;L'ARTISAN CHAOSMIQUE;;10;RUE FAUBOURG DU TEMPLE;;;26340;SAILLANS;FRANCE;;06 71 19 92 18;;artisanchaosmique@gmail.com;cormann.net;90805958700018;;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000057;00;3012417360018;RAVENALA;DISTRIBUTION;;LE VILLAGE;;;30430;ROCHEGUDE;FRANCE;;04 66 24 71 54;04 66 24 71 54;ravenala@free.fr;;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000058;00;3012422030012;CHRIST SOURCE DE VIE;DISTRIBUTION;9;RUE MONPLAISIR;;;31400;TOULOUSE;FRANCE;;05 34 31 94 31;05 34 31 94 39;source.de.vie@wanadoo.fr;www.adpfrance.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000059;00;3019008269705;VINCENT EPRY;;4TER;PASSAGE LEGRAND;;;92100;BOULOGNE-BILLANCOURT;FRANCE;;06 32 14 68 71;;vepry@me.com;;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000060;00;3019000349405;VASSILII GONTCHARENKO;MONSIEUR VASSILII GONTCHARENKO;;RUE TESSALA;APP 99, BAT G;;13400;AUBAGNE;FRANCE;;07 69 34 94 91;;gonchar@hotmail.fr;;75103929800029;FR63751039298;;;01;1;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000061;00;3012427370014;LE DOME;DISTRIBUTION;404;COTE FORTIN;;;G7J1J;CHICOUTIMI - QUEBEC;CANADA;;1 418 690 2283;;editionsledome@gmail.com;www.editionsledome.com;;;;;01;0;00;00;;0000000;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000062;00;3019008213609;LCDORE;LA CLOCHE-D'OR EDITEUR;;08 BP 2723 ABIDJAN 08;;;;ABIDJAN;COTE D'IVOIRE;;002257 82 12 486;;novelist225@gmail.com;;;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000063;00;3019008266704;AUDICRIM;;424;RUE DE LISBONNE;;;83500;LA SEYNE SUR MER;FRANCE;;04 98 03 06 94;;audicrim@gmail.com;www.audicrim.com;31644999000076;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000064;00;3019000252200;MARCEL YABILI;;1313;CHAUSSEE DE HAACHT BELEX;;;BE1130;BRUXELLES;BELGIQUE;;24 39 97 03 21 51;;yabilimarcel@hotmail.com;;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000065;00;3019000266108;BELLE LURETTE;;;NOTRE DAME DE LORETTE;;;31420;ALAN;FRANCE;;05 61 98 98 84;;bellelurette@notredamedelorette.com;www.notredamedelorette.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000066;00;3019000368802;BALTIK FACTORY;;4;AVENUE DE LA BALTIQUE;;;91140;VILLEBON SUR YVETTE;FRANCE;;01 64 46 09 16;;contact@paul-et-amandine.com;www.paul-et-amandine.com;43951194000041;FR88439511940;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000067;00;3019000061901;LES TROIS CRAYONS;LES TROIS CRAYONS;18;RUE DU MIDI;CASE POSTALE 7285;;1002;LAUSANNE;SUISSE;;0033 06 98 19 44 26;;contact@lestroiscrayons.com;www.lestroiscrayons.com;;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000068;00;3019000350104;KAMISHIBAIS EDITIONS;KAMISHIBAIS EDITIONS;10;RUE DES OLIVIERS;;;11200;MONTSERET;FRANCE;;04 68 49 54 08;;chantal.perrier@kamishibais.com;www.kamishibais.com;51946256800014;FR72519462568;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000069;00;3019000458602;EDITIONS PAIEN;COLLECTIF PAIEN;15;RUE DE L'AMOUR TROMPE;;;31270;CUGNAUX;FRANCE;;06 21 45 58 19;;editions.paien@gmail.com;www.editionspaien.com;81194641700029;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000070;00;3012413340014;PIERRE FANLAC;DISTRIBUTION;;BP 12;;AUBAS;24290;MONTIGNAC;FRANCE;;06 08 98 33 17;;info@fanlac.com;www.fanlac.com;31047163600012;;;;01;0;00;00;;;02;01;02;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000071;00;3019000350203;MADDIE PLUME;;17;RUE LAMARTINE;APT 1;;59000;LILLE;FRANCE;;06 05 12 03 48;;maddieplume.auteure@gmail.com;www.maddieplume.fr;89841220000013;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000072;00;3019000350401;LES NOUVELLES EDITIONS NOIR AU BLANC;HIDRI;47;IMPASSE DE LA GRAND CARRIERO;;;84260;SARRIANS;FRANCE;;06 03 47 95 03;;nouvelleseditionsnoiraublanc@gmail.com;nouvelleseditionsnoiraublanc.com;90306930000015;FR46903069300;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000073;00;3012405002708;ATELIER 340 MUZEUM;;340;DREVE DE RIVIEREN;;;BE1090;BRUXELLES;BELGIQUE;;00 32 2 428 33 06;00 32 2 428 47 05;info@atelier34zero.be;www.atelier340muzeum.be;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000074;00;3012432100019;LES LUMIERES DE LILLE;DISTRIBUTION;3;AVENUE POINCARE;;;59700;MARCQ-EN-BAROEUL;FRANCE;;03 20 65 95 07;03 20 65 95 09;contact@leslumieresdelille.com;www.leslumieresdelille.com;47991960700016;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000075;00;3019000407006;LA NUIT DU DIMANCHE;;100;ROUTE DE VIENNE;;;69008;LYON;FRANCE;;07 66 84 35 86;;info@lanuitdudimanche.fr;www.lanuitdudimanche.fr;92413282200017;;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000076;00;3012410640018;NYKTA;DISTRIBUTION;;BP 64;C/O EDITER EN HAUTE PROVENCE;;04300;FORCALQUIER;FRANCE;;04 92 73 31 59;04 92 73 36 68;editions.nykta@wanadoo.fr;www.editions-nykta.com;;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000077;00;3019000350708;ALPES LA;;5;PLACE BIR HAKEIM;;;38000;GRENOBLE;FRANCE;;07 67 89 30 38;;contact@alpes-la.org;alpes-la.org;84162941300029;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000078;00;3019000454307;ZERO EDITION;;3;RUE DE CIVERT;;;38550;LE PEAGE DE ROUSSILLON;FRANCE;;06 50 43 32 79;;contact@zero-edition.fr;www.zero-edition.fr;98891025300018;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000079;00;3019000350807;MATRESELVA;;11;RUE THEODORE DECK;;;75015;PARIS;FRANCE;;06 65 57 35 33;;matreselva@gmail.com;www.matreselva.com/edition;80878284100015;;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000080;00;3019000352801;EDITIONS ANALECTA;FRONTISPICE ANALECTA;24;BOULEVARD DE PORT ROYAL;;;75005;PARIS;FRANCE;;06 01 93 78 10;;editions.analecta@gmail.com;frontispice.fr;40895672000010;FR10408956720;;;01;0;00;00;;0000000;02;01;01;1;0;1;0;0;0;0;0;0;0;0;0;0;0;FIN
L000081;00;3019000353105;O MON GATEAU;;28;AVENUE DES FAUVETTES;;;33700;MERIGNAC;FRANCE;;06 83 28 19 94;;lhoumeau.clement@gmail.com;;80131151500028;;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000082;00;3019008296503;INDIGO PROJECTS;WIBNI SRL;30;RUE DE LOUVRANGES;;;BE1325;DION VALMONT;BELGIQUE;;0032 475 835 741;;book@indigopro.eu;www.indigopro.eu;;BE0451113680;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000083;00;3019000356007;LA FOLLE PENSEE;;25C;RUE DU TEMPLE DE BLOSNE;;;35136;SAINT-JACQUES DE LA LANDE;FRANCE;;06 95 26 36 49;;contact@lafollepensee.fr;lafollepensee.fr;49212878000011;FR83492128780;;;01;0;00;00;;0000000;02;01;01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
L000084;00;3019000353709;NOSSA EDITIONS;;15;RUE CHAMPOLLION;APT. 304;;75005;PARIS;FRANCE;;06 69 23 43 63;;nossaeditions@gmail.com;www.nossaeditions.com;91761292100010;FR18917612921;;;01;0;00;00;;;02;01;02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;FIN
